,index,splCalMaxKcal,splMonth,splCalMaxMj,splYear,splCalMinMj,splCalCpnm,splCalMinKcal,splym
0,0,10303.573,01,43.139,2013,38.947,㈜경동도시가스,9302.427,2013-01
1,1,10290.914,01,43.086,2013,38.898,㈜대륜이엔에스,9290.613,2013-01
2,2,10296.169,01,43.108,2013,38.918,㈜부산도시가스,9295.517,2013-01
3,3,10295.691,01,43.106,2013,38.917,㈜삼천리,9295.071,2013-01
4,4,10284.704,01,43.06,2013,38.874,㈜예스코,9284.818,2013-01
5,5,10298.08,01,43.116,2013,38.926,㈜지에스이,9297.301,2013-01
6,6,10292.825,01,43.094,2013,38.905,㈜충남도시가스,9292.397,2013-01
7,7,10296.169,01,43.108,2013,38.918,㈜해양도시가스,9295.517,2013-01
8,8,10295.214,01,43.104,2013,38.915,강남도시가스㈜,9294.626,2013-01
9,9,10282.077,01,43.049,2013,38.863,강원도시가스㈜,9282.366,2013-01
10,10,10297.602,01,43.114,2013,38.924,경남에너지㈜(LNG + NG),9296.855,2013-01
11,11,10302.618,01,43.135,2013,38.944,"경북도시가스㈜
(LNG + NG)",9301.536,2013-01
12,12,10285.66,01,43.064,2013,38.877,"군산도시가스㈜
(LNG + NG)",9285.71,2013-01
13,13,10296.408,01,43.109,2013,38.919,대성에너지㈜,9295.74,2013-01
14,14,10292.347,01,43.092,2013,38.904,대화도시가스㈜,9291.95,2013-01
15,15,10300.468,01,43.126,2013,38.935,목포도시가스㈜,9299.529,2013-01
16,16,10299.99,01,43.124,2013,38.933,서라벌도시가스㈜,9299.083,2013-01
17,17,10291.392,01,43.088,2013,38.9,서울도시가스㈜,9291.059,2013-01
18,18,10284.943,01,43.061,2013,38.875,"서해도시가스㈜
(LNG + NG)",9285.041,2013-01
19,19,10294.497,01,43.101,2013,38.912,영남에너지서비스㈜ 구미,9293.957,2013-01
20,20,10298.796,01,43.119,2013,38.929,영남에너지서비스㈜ 포항,9297.969,2013-01
21,21,10295.214,01,43.104,2013,38.915,인천도시가스㈜,9294.626,2013-01
22,22,10294.258,01,43.1,2013,38.911,전남도시가스㈜,9293.734,2013-01
23,23,10293.064,01,43.095,2013,38.906,전북도시가스㈜,9292.62,2013-01
24,24,10290.437,01,43.084,2013,38.896,전북에너지서비스㈜,9290.168,2013-01
25,25,10292.109,01,43.091,2013,38.903,중부도시가스㈜,9291.728,2013-01
26,26,10375.943,01,43.442,2013,39.23,"참빛영동도시가스㈜
(LNG)",9369.966,2013-01
27,27,10288.287,01,43.075,2013,38.888,참빛원주도시가스㈜,9288.162,2013-01
28,28,10277.778,01,43.031,2013,38.847,참빛충북도시가스㈜,9278.354,2013-01
29,29,10290.437,01,43.084,2013,38.896,충청에너지서비스㈜,9290.168,2013-01
30,30,10284.465,01,43.059,2013,38.873,코원에너지서비스㈜,9284.595,2013-01
31,32,10313.366,02,43.18,2013,38.986,㈜경동도시가스,9311.566,2013-02
32,33,10285.182,02,43.062,2013,38.876,㈜대륜이엔에스,9285.264,2013-02
33,34,10307.395,02,43.155,2013,38.962,㈜부산도시가스,9305.994,2013-02
34,35,10282.077,02,43.049,2013,38.863,㈜삼천리,9282.366,2013-02
35,36,10276.584,02,43.026,2013,38.842,㈜예스코,9277.24,2013-02
36,37,10312.888,02,43.178,2013,38.984,㈜지에스이,9311.12,2013-02
37,38,10278.494,02,43.034,2013,38.849,㈜충남도시가스,9279.022,2013-02
38,39,10303.812,02,43.14,2013,38.948,㈜해양도시가스,9302.65,2013-02
39,40,10280.883,02,43.044,2013,38.859,강남도시가스㈜,9281.252,2013-02
40,41,10274.673,02,43.018,2013,38.834,강원도시가스㈜,9275.456,2013-02
41,42,10310.5,02,43.168,2013,38.974,"경남에너지㈜
(LNG + NG)",9308.892,2013-02
42,43,10276.584,02,43.026,2013,38.842,경북도시가스㈜,9277.24,2013-02
43,44,10283.749,02,43.056,2013,38.87,"군산도시가스㈜
(LNG + NG)",9283.926,2013-02
44,45,10290.675,02,43.085,2013,38.897,대성에너지㈜,9290.39,2013-02
45,46,10303.095,02,43.137,2013,38.946,대화도시가스㈜,9301.981,2013-02
46,47,10297.841,02,43.115,2013,38.925,목포도시가스㈜,9297.078,2013-02
47,48,10309.067,02,43.162,2013,38.969,서라벌도시가스㈜,9307.554,2013-02
48,49,10282.316,02,43.05,2013,38.864,서울도시가스㈜,9282.589,2013-02
49,50,10283.271,02,43.054,2013,38.868,"서해도시가스㈜
(LNG + NG)",9283.48,2013-02
50,51,10289.004,02,43.078,2013,38.89,영남에너지서비스㈜ 구미,9288.831,2013-02
51,52,10308.828,02,43.161,2013,38.968,영남에너지서비스㈜ 포항,9307.331,2013-02
52,53,10281.599,02,43.047,2013,38.862,인천도시가스㈜,9281.92,2013-02
53,54,10305.962,02,43.149,2013,38.957,전남도시가스㈜,9304.657,2013-02
54,55,10294.975,02,43.103,2013,38.914,전북도시가스㈜,9294.403,2013-02
55,56,10294.019,02,43.099,2013,38.91,전북에너지서비스㈜,9293.511,2013-02
56,57,10280.644,02,43.043,2013,38.858,중부도시가스㈜,9281.029,2013-02
57,58,10357.075,02,43.363,2013,39.156,"참빛영동도시가스㈜
(LNG)",9352.357,2013-02
58,59,10282.077,02,43.049,2013,38.863,참빛원주도시가스㈜,9282.366,2013-02
59,60,10280.405,02,43.042,2013,38.857,참빛충북도시가스㈜,9280.806,2013-02
60,61,10279.927,02,43.04,2013,38.855,충청에너지서비스㈜,9280.36,2013-02
61,62,10280.644,02,43.043,2013,38.858,코원에너지서비스㈜,9281.029,2013-02
62,64,10256.282,03,42.941,2013,38.763,㈜경동도시가스,9258.293,2013-03
63,65,10193.465,03,42.678,2013,38.517,㈜대륜이엔에스,9199.67,2013-03
64,66,10240.04,03,42.873,2013,38.699,㈜부산도시가스,9243.135,2013-03
65,67,10198.959,03,42.701,2013,38.539,㈜삼천리,9204.797,2013-03
66,68,10193.465,03,42.678,2013,38.517,㈜예스코,9199.67,2013-03
67,69,10246.967,03,42.902,2013,38.726,㈜지에스이,9249.6,2013-03
68,70,10219.261,03,42.786,2013,38.618,㈜충남도시가스,9223.744,2013-03
69,71,10243.145,03,42.886,2013,38.711,㈜해양도시가스,9246.033,2013-03
70,72,10197.048,03,42.693,2013,38.531,강남도시가스㈜,9203.013,2013-03
71,73,10219.977,03,42.789,2013,38.621,강원도시가스㈜,9224.412,2013-03
72,74,10241.712,03,42.88,2013,38.706,"경남에너지㈜
(LNG + NG)",9244.696,2013-03
73,75,10233.591,03,42.846,2013,38.674,대성청정에너지㈜,9237.117,2013-03
74,76,10209.468,03,42.745,2013,38.58,"군산도시가스㈜
(LNG + NG)",9214.604,2013-03
75,77,10222.127,03,42.798,2013,38.629,대성에너지㈜,9226.418,2013-03
76,78,10235.502,03,42.854,2013,38.681,대화도시가스㈜,9238.9,2013-03
77,79,10258.67,03,42.951,2013,38.772,목포도시가스㈜,9260.522,2013-03
78,80,10240.279,03,42.874,2013,38.7,서라벌도시가스㈜,9243.358,2013-03
79,81,10196.092,03,42.689,2013,38.527,서울도시가스㈜,9202.121,2013-03
80,82,10206.841,03,42.734,2013,38.569,"서해도시가스㈜
(LNG + NG)",9212.153,2013-03
81,83,10217.827,03,42.78,2013,38.612,영남에너지서비스㈜ 구미,9222.405,2013-03
82,84,10236.457,03,42.858,2013,38.685,영남에너지서비스㈜ 포항,9239.792,2013-03
83,85,10189.882,03,42.663,2013,38.503,인천도시가스㈜,9196.326,2013-03
84,86,10235.98,03,42.856,2013,38.683,전남도시가스㈜,9239.346,2013-03
85,87,10241.234,03,42.878,2013,38.704,전북도시가스㈜,9244.25,2013-03
86,88,10239.324,03,42.87,2013,38.696,전북에너지서비스㈜,9242.467,2013-03
87,89,10219.977,03,42.789,2013,38.621,중부도시가스㈜,9224.412,2013-03
88,90,10258.192,03,42.949,2013,38.77,"참빛영동도시가스㈜
(LNG)",9260.076,2013-03
89,91,10202.064,03,42.714,2013,38.551,참빛원주도시가스㈜,9207.695,2013-03
90,92,10201.586,03,42.712,2013,38.549,참빛충북도시가스㈜,9207.249,2013-03
91,93,10210.901,03,42.751,2013,38.585,충청에너지서비스㈜,9215.942,2013-03
92,94,10196.092,03,42.689,2013,38.527,코원에너지서비스㈜,9202.121,2013-03
93,96,10283.271,04,43.054,2013,38.868,㈜경동도시가스,9283.48,2013-04
94,97,10217.827,04,42.78,2013,38.612,㈜대륜이엔에스,9222.405,2013-04
95,98,10263.208,04,42.97,2013,38.79,㈜부산도시가스,9264.757,2013-04
96,99,10221.171,04,42.794,2013,38.625,㈜삼천리,9225.526,2013-04
97,100,10216.872,04,42.776,2013,38.609,㈜예스코,9221.514,2013-04
98,101,10267.269,04,42.987,2013,38.806,㈜지에스이,9268.547,2013-04
99,102,10232.875,04,42.843,2013,38.671,㈜충남도시가스,9236.449,2013-04
100,103,10253.654,04,42.93,2013,38.752,㈜해양도시가스,9255.841,2013-04
101,104,10216.872,04,42.776,2013,38.609,강남도시가스㈜,9221.514,2013-04
102,105,10206.124,04,42.731,2013,38.567,강원도시가스㈜,9211.484,2013-04
103,106,10266.791,04,42.985,2013,38.804,"경남에너지㈜
(LNG + NG)",9268.101,2013-04
104,107,10237.174,04,42.861,2013,38.688,대성청정에너지㈜,9240.461,2013-04
105,108,10233.352,04,42.845,2013,38.673,"군산도시가스㈜
(LNG + NG)",9236.894,2013-04
106,109,10242.19,04,42.882,2013,38.708,대성에너지㈜,9245.142,2013-04
107,110,10254.849,04,42.935,2013,38.757,대화도시가스㈜,9256.956,2013-04
108,111,10243.384,04,42.887,2013,38.712,목포도시가스㈜,9246.256,2013-04
109,112,10267.03,04,42.986,2013,38.805,서라벌도시가스㈜,9268.324,2013-04
110,113,10216.872,04,42.776,2013,38.609,서울도시가스㈜,9221.514,2013-04
111,114,10233.114,04,42.844,2013,38.672,"서해도시가스㈜
(LNG + NG)",9236.672,2013-04
112,115,10239.324,04,42.87,2013,38.696,영남에너지서비스㈜ 구미,9242.467,2013-04
113,116,10263.447,04,42.971,2013,38.791,영남에너지서비스㈜ 포항,9264.98,2013-04
114,117,10213.767,04,42.763,2013,38.597,인천도시가스㈜,9218.616,2013-04
115,118,10256.998,04,42.944,2013,38.765,전남도시가스㈜,9258.961,2013-04
116,119,10245.056,04,42.894,2013,38.719,전북도시가스㈜,9247.817,2013-04
117,120,10246.25,04,42.899,2013,38.723,전북에너지서비스㈜,9248.931,2013-04
118,121,10233.83,04,42.847,2013,38.675,중부도시가스㈜,9237.34,2013-04
119,122,10272.284,04,43.008,2013,38.825,"참빛영동도시가스㈜
(LNG)",9273.227,2013-04
120,123,10217.827,04,42.78,2013,38.612,참빛원주도시가스㈜,9222.405,2013-04
121,124,10218.066,04,42.781,2013,38.613,참빛충북도시가스㈜,9222.628,2013-04
122,125,10230.009,04,42.831,2013,38.66,충청에너지서비스㈜,9233.774,2013-04
123,126,10219.499,04,42.787,2013,38.619,코원에너지서비스㈜,9223.966,2013-04
124,128,10313.366,05,43.18,2013,38.986,㈜경동도시가스,9311.566,2013-05
125,129,10306.917,05,43.153,2013,38.96,㈜대륜이엔에스,9305.548,2013-05
126,130,10303.334,05,43.138,2013,38.946,㈜부산도시가스,9302.204,2013-05
127,131,10323.397,05,43.222,2013,39.025,㈜삼천리,9320.928,2013-05
128,132,10299.99,05,43.124,2013,38.933,㈜예스코,9299.083,2013-05
129,133,10308.111,05,43.158,2013,38.965,㈜지에스이,9306.662,2013-05
130,134,10292.347,05,43.092,2013,38.904,㈜충남도시가스,9291.95,2013-05
131,135,10295.691,05,43.106,2013,38.917,㈜해양도시가스,9295.071,2013-05
132,136,10330.563,05,43.252,2013,39.053,강남도시가스㈜,9327.615,2013-05
133,137,10275.867,05,43.023,2013,38.839,강원도시가스㈜,9276.571,2013-05
134,138,10307.395,05,43.155,2013,38.962,"경남에너지㈜
(LNG + NG)",9305.994,2013-05
135,139,10278.494,05,43.034,2013,38.849,대성청정에너지㈜,9279.022,2013-05
136,140,10305.962,05,43.149,2013,38.957,"군산도시가스㈜
(LNG + NG)",9304.657,2013-05
137,141,10292.347,05,43.092,2013,38.904,대성에너지㈜,9291.95,2013-05
138,142,10295.214,05,43.104,2013,38.915,대화도시가스㈜,9294.626,2013-05
139,143,10291.87,05,43.09,2013,38.902,목포도시가스㈜,9291.505,2013-05
140,144,10314.321,05,43.184,2013,38.989,서라벌도시가스㈜,9312.458,2013-05
141,145,10322.681,05,43.219,2013,39.022,서울도시가스㈜,9320.259,2013-05
142,146,10309.783,05,43.165,2013,38.972,"서해도시가스㈜
(LNG + NG)",9308.223,2013-05
143,147,10293.542,05,43.097,2013,38.908,영남에너지서비스㈜ 구미,9293.066,2013-05
144,148,10306.2,05,43.15,2013,38.958,영남에너지서비스㈜ 포항,9304.879,2013-05
145,149,10343.938,05,43.308,2013,39.105,인천도시가스㈜,9340.097,2013-05
146,150,10297.363,05,43.113,2013,38.923,전남도시가스㈜,9296.632,2013-05
147,151,10300.707,05,43.127,2013,38.936,전북도시가스㈜,9299.752,2013-05
148,152,10302.379,05,43.134,2013,38.943,전북에너지서비스㈜,9301.313,2013-05
149,153,10299.035,05,43.12,2013,38.93,중부도시가스㈜,9298.192,2013-05
150,154,10342.983,05,43.304,2013,39.101,"참빛영동도시가스㈜
(LNG)",9339.206,2013-05
151,155,10292.586,05,43.093,2013,38.904,참빛원주도시가스㈜,9292.174,2013-05
152,156,10295.214,05,43.104,2013,38.915,참빛충북도시가스㈜,9294.626,2013-05
153,157,10298.796,05,43.119,2013,38.929,충청에너지서비스㈜,9297.969,2013-05
154,158,10301.662,05,43.131,2013,38.94,코원에너지서비스㈜,9300.644,2013-05
155,160,10273.479,06,43.013,2013,38.83,㈜경동도시가스,9274.342,2013-06
156,161,10299.035,06,43.12,2013,38.93,㈜대륜이엔에스,9298.192,2013-06
157,162,10259.148,06,42.953,2013,38.774,㈜부산도시가스,9260.968,2013-06
158,163,10321.964,06,43.216,2013,39.019,㈜삼천리,9319.59,2013-06
159,164,10299.035,06,43.12,2013,38.93,㈜예스코,9298.192,2013-06
160,165,10264.88,06,42.977,2013,38.796,㈜지에스이,9266.317,2013-06
161,166,10293.303,06,43.096,2013,38.907,㈜충남도시가스,9292.843,2013-06
162,167,10262.73,06,42.968,2013,38.788,㈜해양도시가스,9264.311,2013-06
163,168,10320.77,06,43.211,2013,39.015,강남도시가스㈜,9318.476,2013-06
164,169,10296.408,06,43.109,2013,38.919,강원도시가스㈜,9295.74,2013-06
165,170,10267.507,06,42.988,2013,38.806,"경남에너지㈜
(LNG + NG)",9268.769,2013-06
166,171,10294.019,06,43.099,2013,38.91,"군산도시가스㈜
(LNG + NG)",9293.511,2013-06
167,172,10282.316,06,43.05,2013,38.864,대성에너지㈜,9282.589,2013-06
168,173,10289.959,06,43.082,2013,38.894,대성청정에너지㈜,9289.722,2013-06
169,174,10261.775,06,42.964,2013,38.784,대화도시가스㈜,9263.419,2013-06
170,175,10259.387,06,42.954,2013,38.775,목포도시가스㈜,9261.191,2013-06
171,176,10283.271,06,43.054,2013,38.868,서라벌도시가스㈜,9283.48,2013-06
172,177,10325.069,06,43.229,2013,39.031,서울도시가스㈜,9322.488,2013-06
173,178,10294.736,06,43.102,2013,38.913,"서해도시가스㈜
(LNG + NG)",9294.18,2013-06
174,179,10285.899,06,43.065,2013,38.878,영남에너지서비스㈜ 구미,9285.933,2013-06
175,180,10268.702,06,42.993,2013,38.811,영남에너지서비스㈜ 포항,9269.884,2013-06
176,181,10348.476,06,43.327,2013,39.123,인천도시가스㈜,9344.332,2013-06
177,182,10262.253,06,42.966,2013,38.786,전남도시가스㈜,9263.866,2013-06
178,183,10281.122,06,43.045,2013,38.86,전북도시가스㈜,9281.475,2013-06
179,184,10281.36,06,43.046,2013,38.861,전북에너지서비스㈜,9281.697,2013-06
180,185,10297.124,06,43.112,2013,38.922,중부도시가스㈜,9296.409,2013-06
181,186,10332.712,06,43.261,2013,39.061,"참빛영동도시가스㈜
(LNG)",9329.621,2013-06
182,187,10296.408,06,43.109,2013,38.919,참빛원주도시가스㈜,9295.74,2013-06
183,188,10296.885,06,43.111,2013,38.921,참빛충북도시가스㈜,9296.186,2013-06
184,189,10299.035,06,43.12,2013,38.93,충청에너지서비스㈜,9298.192,2013-06
185,190,10300.946,06,43.128,2013,38.937,코원에너지서비스㈜,9299.975,2013-06
186,192,10339.878,07,43.291,2013,39.089,㈜경동도시가스,9336.308,2013-07
187,193,10286.615,07,43.068,2013,38.881,㈜대륜이엔에스,9286.601,2013-07
188,194,10324.83,07,43.228,2013,39.03,㈜부산도시가스,9322.265,2013-07
189,195,10293.542,07,43.097,2013,38.908,㈜삼천리,9293.066,2013-07
190,196,10291.87,07,43.09,2013,38.902,㈜예스코,9291.505,2013-07
191,197,10319.337,07,43.205,2013,39.009,㈜지에스이,9317.139,2013-07
192,198,10288.526,07,43.076,2013,38.889,㈜충남도시가스,9288.385,2013-07
193,199,10312.888,07,43.178,2013,38.984,㈜해양도시가스,9311.12,2013-07
194,200,10291.392,07,43.088,2013,38.9,강남도시가스㈜,9291.059,2013-07
195,201,10303.334,07,43.138,2013,38.946,강원도시가스㈜,9302.204,2013-07
196,202,10336.773,07,43.278,2013,39.077,"경남에너지㈜
(LNG + NG)",9333.411,2013-07
197,203,10287.57,07,43.072,2013,38.885,"군산도시가스㈜
(LNG + NG)",9287.492,2013-07
198,204,10302.618,07,43.135,2013,38.944,대성에너지㈜,9301.536,2013-07
199,205,10288.765,07,43.077,2013,38.89,대성청정에너지㈜,9288.608,2013-07
200,206,10313.605,07,43.181,2013,38.987,대화도시가스㈜,9311.789,2013-07
201,207,10301.424,07,43.13,2013,38.939,목포도시가스㈜,9300.422,2013-07
202,208,10330.324,07,43.251,2013,39.052,서라벌도시가스㈜,9327.392,2013-07
203,209,10297.841,07,43.115,2013,38.925,서울도시가스㈜,9297.078,2013-07
204,210,10283.749,07,43.056,2013,38.87,"서해도시가스㈜
(LNG + NG)",9283.926,2013-07
205,211,10292.825,07,43.094,2013,38.905,영남에너지서비스㈜ 구미,9292.397,2013-07
206,212,10331.996,07,43.258,2013,39.058,영남에너지서비스㈜ 포항,9328.953,2013-07
207,213,10312.649,07,43.177,2013,38.983,인천도시가스㈜,9310.897,2013-07
208,214,10313.127,07,43.179,2013,38.985,전남도시가스㈜,9311.343,2013-07
209,215,10302.379,07,43.134,2013,38.943,전북도시가스㈜,9301.313,2013-07
210,216,10305.962,07,43.149,2013,38.957,전북에너지서비스㈜,9304.657,2013-07
211,217,10288.287,07,43.075,2013,38.888,중부도시가스㈜,9288.162,2013-07
212,218,10345.371,07,43.314,2013,39.111,"참빛영동도시가스㈜
(LNG)",9341.435,2013-07
213,219,10291.631,07,43.089,2013,38.901,참빛원주도시가스㈜,9291.282,2013-07
214,220,10289.481,07,43.08,2013,38.892,참빛충북도시가스㈜,9289.276,2013-07
215,221,10288.765,07,43.077,2013,38.89,충청에너지서비스㈜,9288.608,2013-07
216,222,10286.376,07,43.067,2013,38.88,코원에너지서비스㈜,9286.378,2013-07
217,224,10317.904,08,43.199,2013,39.003,㈜경동도시가스,9315.801,2013-08
218,225,10298.557,08,43.118,2013,38.928,㈜대륜이엔에스,9297.746,2013-08
219,226,10304.29,08,43.142,2013,38.95,㈜부산도시가스,9303.096,2013-08
220,227,10305.245,08,43.146,2013,38.954,㈜삼천리,9303.987,2013-08
221,228,10300.946,08,43.128,2013,38.937,㈜예스코,9299.975,2013-08
222,229,10303.812,08,43.14,2013,38.948,㈜지에스이,9302.65,2013-08
223,230,10290.675,08,43.085,2013,38.897,㈜충남도시가스,9290.39,2013-08
224,231,10291.153,08,43.087,2013,38.899,㈜해양도시가스,9290.836,2013-08
225,232,10301.662,08,43.131,2013,38.94,강남도시가스㈜,9300.644,2013-08
226,233,10287.332,08,43.071,2013,38.884,강원도시가스㈜,9287.27,2013-08
227,234,10307.395,08,43.155,2013,38.962,"경남에너지㈜
(LNG + NG)",9305.994,2013-08
228,235,10298.08,08,43.116,2013,38.926,"군산도시가스㈜
(LNG + NG)",9297.301,2013-08
229,236,10295.93,08,43.107,2013,38.918,대성에너지㈜,9295.294,2013-08
230,237,10296.647,08,43.11,2013,38.92,대성청정에너지㈜,9295.963,2013-08
231,238,10289.959,08,43.082,2013,38.894,대화도시가스㈜,9289.722,2013-08
232,239,10300.946,08,43.128,2013,38.937,목포도시가스㈜,9299.975,2013-08
233,240,10305.484,08,43.147,2013,38.955,서라벌도시가스㈜,9304.21,2013-08
234,241,10304.767,08,43.144,2013,38.952,서울도시가스㈜,9303.541,2013-08
235,242,10296.647,08,43.11,2013,38.92,"서해도시가스㈜
(LNG + NG)",9295.963,2013-08
236,243,10293.303,08,43.096,2013,38.907,영남에너지서비스㈜ 구미,9292.843,2013-08
237,244,10306.439,08,43.151,2013,38.959,영남에너지서비스㈜ 포항,9305.102,2013-08
238,245,10316.949,08,43.195,2013,39.0,인천도시가스㈜,9314.91,2013-08
239,246,10292.109,08,43.091,2013,38.903,전남도시가스㈜,9291.728,2013-08
240,247,10297.602,08,43.114,2013,38.924,전북도시가스㈜,9296.855,2013-08
241,248,10298.08,08,43.116,2013,38.926,전북에너지서비스㈜,9297.301,2013-08
242,249,10297.363,08,43.113,2013,38.923,중부도시가스㈜,9296.632,2013-08
243,250,10333.429,08,43.264,2013,39.064,"참빛영동도시가스㈜
(LNG)",9330.29,2013-08
244,251,10295.93,08,43.107,2013,38.918,참빛원주도시가스㈜,9295.294,2013-08
245,252,10305.723,08,43.148,2013,38.956,참빛충북도시가스㈜,9304.434,2013-08
246,253,10290.914,08,43.086,2013,38.898,충청에너지서비스㈜,9290.613,2013-08
247,254,10297.363,08,43.113,2013,38.923,코원에너지서비스㈜,9296.632,2013-08
248,256,10302.857,09,43.136,2013,38.945,㈜경동도시가스,9301.759,2013-09
249,257,10307.156,09,43.154,2013,38.961,㈜대륜이엔에스,9305.771,2013-09
250,258,10289.004,09,43.078,2013,38.89,㈜부산도시가스,9288.831,2013-09
251,259,10299.99,09,43.124,2013,38.933,㈜삼천리,9299.083,2013-09
252,260,10304.767,09,43.144,2013,38.952,㈜예스코,9303.541,2013-09
253,261,10290.437,09,43.084,2013,38.896,㈜지에스이,9290.168,2013-09
254,262,10297.602,09,43.114,2013,38.924,㈜충남도시가스,9296.855,2013-09
255,263,10275.15,09,43.02,2013,38.836,㈜해양도시가스,9275.902,2013-09
256,264,10303.812,09,43.14,2013,38.948,강남도시가스㈜,9302.65,2013-09
257,265,10320.77,09,43.211,2013,39.015,강원도시가스㈜,9318.476,2013-09
258,266,10293.064,09,43.095,2013,38.906,"경남에너지㈜
(LNG + NG)",9292.62,2013-09
259,267,10304.051,09,43.141,2013,38.949,"군산도시가스㈜
(LNG + NG)",9302.873,2013-09
260,268,10291.631,09,43.089,2013,38.901,대성에너지㈜,9291.282,2013-09
261,269,10288.048,09,43.074,2013,38.887,대성청정에너지㈜,9287.938,2013-09
262,270,10272.284,09,43.008,2013,38.825,대화도시가스㈜,9273.227,2013-09
263,271,10268.94,09,42.994,2013,38.812,목포도시가스㈜,9270.106,2013-09
264,272,10290.198,09,43.083,2013,38.895,서라벌도시가스㈜,9289.945,2013-09
265,273,10302.379,09,43.134,2013,38.943,서울도시가스㈜,9301.313,2013-09
266,274,10307.395,09,43.155,2013,38.962,"서해도시가스㈜
(LNG + NG)",9305.994,2013-09
267,275,10291.87,09,43.09,2013,38.902,영남에너지서비스㈜ 구미,9291.505,2013-09
268,276,10290.914,09,43.086,2013,38.898,영남에너지서비스㈜ 포항,9290.613,2013-09
269,277,10296.885,09,43.111,2013,38.921,인천도시가스㈜,9296.186,2013-09
270,278,10277.061,09,43.028,2013,38.844,전남도시가스㈜,9277.685,2013-09
271,279,10279.927,09,43.04,2013,38.855,전북도시가스㈜,9280.36,2013-09
272,280,10280.883,09,43.044,2013,38.859,전북에너지서비스㈜,9281.252,2013-09
273,281,10303.812,09,43.14,2013,38.948,중부도시가스㈜,9302.65,2013-09
274,282,10331.279,09,43.255,2013,39.056,"참빛영동도시가스㈜
(LNG)",9328.283,2013-09
275,283,10310.022,09,43.166,2013,38.973,참빛원주도시가스㈜,9308.446,2013-09
276,284,10322.681,09,43.219,2013,39.022,참빛충북도시가스㈜,9320.259,2013-09
277,285,10308.35,09,43.159,2013,38.966,충청에너지서비스㈜,9306.885,2013-09
278,286,10304.529,09,43.143,2013,38.951,코원에너지서비스㈜,9303.319,2013-09
279,288,10320.77,10,43.211,2013,39.015,㈜경동도시가스,9318.476,2013-10
280,289,10322.442,10,43.218,2013,39.021,㈜대륜이엔에스,9320.036,2013-10
281,290,10314.082,10,43.183,2013,38.988,㈜부산도시가스,9312.235,2013-10
282,291,10317.904,10,43.199,2013,39.003,㈜삼천리,9315.801,2013-10
283,292,10324.592,10,43.227,2013,39.03,㈜예스코,9322.043,2013-10
284,293,10314.56,10,43.185,2013,38.99,㈜지에스이,9312.681,2013-10
285,294,10327.219,10,43.238,2013,39.04,㈜충남도시가스,9324.495,2013-10
286,295,10296.408,10,43.109,2013,38.919,㈜해양도시가스,9295.74,2013-10
287,296,10324.83,10,43.228,2013,39.03,강남도시가스㈜,9322.265,2013-10
288,297,10336.295,10,43.276,2013,39.075,강원도시가스㈜,9332.965,2013-10
289,298,10316.71,10,43.194,2013,38.999,"경남에너지㈜
(LNG + NG)",9314.687,2013-10
290,299,10326.98,10,43.237,2013,39.039,"군산도시가스㈜
(LNG + NG)",9324.271,2013-10
291,300,10308.589,10,43.16,2013,38.967,대성에너지㈜,9307.108,2013-10
292,301,10310.261,10,43.167,2013,38.974,대성청정에너지㈜,9308.669,2013-10
293,302,10298.08,10,43.116,2013,38.926,대화도시가스㈜,9297.301,2013-10
294,303,10287.332,10,43.071,2013,38.884,목포도시가스㈜,9287.27,2013-10
295,304,10314.799,10,43.186,2013,38.991,서라벌도시가스㈜,9312.904,2013-10
296,305,10309.067,10,43.162,2013,38.969,서울도시가스㈜,9307.554,2013-10
297,306,10325.786,10,43.232,2013,39.034,"서해도시가스㈜
(LNG + NG)",9323.157,2013-10
298,307,10307.156,10,43.154,2013,38.961,영남에너지서비스㈜ 구미,9305.771,2013-10
299,308,10313.844,10,43.182,2013,38.988,영남에너지서비스㈜ 포항,9312.012,2013-10
300,309,10305.006,10,43.145,2013,38.953,인천도시가스㈜,9303.764,2013-10
301,310,10301.901,10,43.132,2013,38.941,전남도시가스㈜,9300.867,2013-10
302,311,10307.634,10,43.156,2013,38.963,전북도시가스㈜,9306.217,2013-10
303,312,10306.917,10,43.153,2013,38.96,전북에너지서비스㈜,9305.548,2013-10
304,313,10326.502,10,43.235,2013,39.037,중부도시가스㈜,9323.825,2013-10
305,314,10361.135,10,43.38,2013,39.172,"참빛영동도시가스㈜
(LNG)",9356.146,2013-10
306,315,10343.222,10,43.305,2013,39.102,참빛원주도시가스㈜,9339.429,2013-10
307,316,10340.833,10,43.295,2013,39.093,참빛충북도시가스㈜,9337.2,2013-10
308,317,10335.34,10,43.272,2013,39.072,충청에너지서비스㈜,9332.073,2013-10
309,318,10331.279,10,43.255,2013,39.056,코원에너지서비스㈜,9328.283,2013-10
310,320,10340.117,11,43.292,2013,39.09,㈜경동도시가스,9336.531,2013-11
311,321,10340.117,11,43.292,2013,39.09,㈜경동도시가스,9336.531,2013-11
312,322,10313.127,11,43.179,2013,38.985,㈜대륜이엔에스,9311.343,2013-11
313,323,10313.127,11,43.179,2013,38.985,㈜대륜이엔에스,9311.343,2013-11
314,324,10331.996,11,43.258,2013,39.058,㈜부산도시가스,9328.953,2013-11
315,325,10331.996,11,43.258,2013,39.058,㈜부산도시가스,9328.953,2013-11
316,326,10312.649,11,43.177,2013,38.983,㈜삼천리,9310.897,2013-11
